epoch loss: 1128.1468526237736, Val loss: 1123.959506944726, Time: 870.8656594753265
epoch loss: 1122.041767192948, Val loss: 1123.959506944726, Time: 919.6991665363312
epoch loss: 1122.041767192948, Val loss: 1123.959506944726, Time: 784.2838218212128
epoch loss: 1122.041767192948, Val loss: 1123.959506944726, Time: 779.1754031181335
epoch loss: 1122.041767192948, Val loss: 1123.959506944726, Time: 777.7295663356781
epoch loss: 1122.041767192948, Val loss: 1123.959506944726, Time: 770.9290368556976
epoch loss: 1122.041767192948, Val loss: 1123.959506944726, Time: 772.616651058197
epoch loss: 1122.041767192948, Val loss: 1123.959506944726, Time: 793.1917967796326
epoch loss: 1122.041767192948, Val loss: 1123.959506944726, Time: 758.9086418151855
epoch loss: 1122.041767192948, Val loss: 1123.959506944726, Time: 756.1244833469391
epoch loss: 1122.041767192948, Val loss: 1123.959506944726, Time: 754.0743210315704
epoch loss: 1122.041767192948, Val loss: 1123.959506944726, Time: 752.4562063217163
epoch loss: 1122.041767192948, Val loss: 1123.959506944726, Time: 752.2682237625122
epoch loss: 1122.041767192948, Val loss: 1123.959506944726, Time: 785.5720484256744
epoch loss: 1122.041767192948, Val loss: 1123.959506944726, Time: 819.857176065445
Test Loss: 25.225242109770537
