epoch loss: 1260.0021129743477, Val loss: 1123.959506944726, Time: 1070.5582613945007
epoch loss: 1122.2006704547523, Val loss: 1123.959506944726, Time: 1053.1388590335846
epoch loss: 1122.2006704547523, Val loss: 1123.959506944726, Time: 1237.6806507110596
epoch loss: 1122.2006704547523, Val loss: 1123.959506944726, Time: 1125.875563621521
epoch loss: 1122.2006704547523, Val loss: 1123.959506944726, Time: 1112.1283342838287
epoch loss: 1122.2006704547523, Val loss: 1123.959506944726, Time: 1152.8824100494385
epoch loss: 1122.2006704547523, Val loss: 1123.959506944726, Time: 1096.5665566921234
epoch loss: 1122.2006704547523, Val loss: 1123.959506944726, Time: 1097.9310021400452
epoch loss: 1122.2006704547523, Val loss: 1123.959506944726, Time: 1086.663775920868
epoch loss: 1122.2006704547523, Val loss: 1123.959506944726, Time: 1084.365065574646
epoch loss: 1122.2006704547523, Val loss: 1123.959506944726, Time: 1091.8960428237915
epoch loss: 1122.2006704547523, Val loss: 1123.959506944726, Time: 1080.3517534732819
epoch loss: 1122.2006704547523, Val loss: 1123.959506944726, Time: 1085.0434432029724
epoch loss: 1122.2006704547523, Val loss: 1123.959506944726, Time: 1085.775494813919
epoch loss: 1122.2006704547523, Val loss: 1123.959506944726, Time: 1090.6222438812256
Test Loss: 111.45029029121591
