22116,-3,501
3844,-3,878
29652,-3,475
4050,-3,852
31252,-3,449
4084,-2,825
52570,-2,423
4124,-2,798
52592,-2,396
4628,-2,775
36040,-2,368
4974,-2,750
31920,-2,341
5390,-2,724
30860,-2,314
5576,-2,698
32073,-2,287
6716,-1,675
33612,-1,260
7408,-1,650
8312,-1,625
9530,0,600
5074,0,995
11302,0,576
846,0,835
13802,0,551
1470,0,876
17804,0,526
3678,0,903
22064,0,501
3844,0,878
29662,0,475
4035,1,852
31410,1,449
4100,1,825
52590,1,423
4116,1,798
48370,1,396
4642,1,775
31036,1,368
4954,1,750
34018,1,341
5372,1,724
30814,1,314
5574,2,698
32003,2,287
6714,2,675
33574,2,260
7402,3,650
8306,3,625
9518,3,600
5052,3,995
11288,3,576
860,3,838
13776,3,551
1474,3,877
17744,4,526
3676,4,903
22028,4,501
3840,4,877
29632,4,475
4043,4,852
31564,4,449
4118,4,825
52612,4,423
4120,4,798
37000,4,395
4624,4,775
34886,5,368
4952,5,750
30072,5,340
5374,5,724
30746,5,314
5568,5,698
32054,5,287
6706,5,675
32360,5,260
7400,6,650
8288,6,625
9506,6,600
5032,7,995
11274,7,576
856,7,837
13752,7,551
1474,7,877
17698,7,526
3678,7,903
21990,7,501
3844,7,878
29656,7,475
4042,7,852
31716,7,449
4134,8,826
52632,8,423
4128,8,798
48570,8,396
4630,8,775
33014,8,368
4948,8,749
33224,8,341
5370,8,724
33602,8,314
5564,8,698
32066,8,287
6704,9,675
32078,9,260
7392,9,650
8290,9,625
9498,10,600
5018,10,995
11262,10,576
866,10,839
13714,10,551
1462,10,876
17652,10,526
3678,10,903
21964,10,501
3840,10,877
29762,10,475
4050,11,852
31880,11,449
4148,11,826
48904,11,423
4138,11,798
52682,11,396
4542,11,774
32753,11,368
4936,11,749
31198,11,341
5350,11,724
5566,12,698
32240,12,287
6702,12,675
32192,12,260
7388,13,650
8282,13,625
9498,13,600
5034,13,995
11242,13,576
864,13,839
13694,13,551
1446,13,875
17606,14,526
3670,14,903
21932,14,501
3838,14,877
29800,14,475
4043,14,852
32043,14,449
4164,14,826
48904,14,423
4152,14,798
52720,14,396
4416,14,773
32912,15,368
4960,15,750
34258,15,341
5346,15,724
32116,15,314
5558,15,698
32744,15,287
6700,15,675
53286,15,262
7382,16,650
8270,16,625
9484,16,600
674,17,821
11232,17,576
878,17,841
13668,17,551
1432,17,874
17556,17,526
3674,17,903
21896,17,501
3830,17,877
29846,17,475
4043,18,852
32218,18,449
4182,18,826
52710,18,423
4160,18,798
49328,18,396
4388,18,773
33020,18,368
4962,18,750
31274,18,341
5340,18,724
5558,19,698
32212,19,287
6698,19,675
32408,19,260
7382,20,650
8270,20,625
9474,20,600
680,20,823
11210,20,575
898,20,845
13640,20,551
1436,20,874
17496,21,526
3676,21,903
21848,21,501
3840,21,877
29896,21,475
4035,21,852
32375,21,449
4210,21,826
52734,21,423
4190,21,799
52774,21,396
4380,21,773
35404,22,368
4962,22,750
31086,22,341
5346,22,724
31122,22,314
5552,22,698
32204,22,287
6696,22,675
33372,22,260
7376,23,650
8264,23,625
9464,23,600
5012,23,995
11196,23,575
892,23,844
13626,23,551
1436,23,874
3670,24,903
21808,24,501
3832,24,877
29936,24,475
4032,24,852
32542,24,449
4222,24,826
52772,24,423
4200,24,799
33020,24,395
4378,24,773
35400,25,368
4980,25,750
30774,25,341
5338,25,724
31004,25,314
5552,25,698
6690,25,675
33462,25,260
7364,26,650
8260,26,625
9462,27,600
678,27,822
11184,27,575
896,27,844
13584,27,551
1438,27,874
3670,27,903
21778,27,501
3836,27,877
29992,27,475
4030,28,852
32714,28,449
4236,28,826
52802,28,423
4220,28,799
32990,28,395
4374,28,773
37574,28,368
4960,28,750
32372,28,341
5320,28,724
31486,28,314
5544,29,698
31918,29,287
6686,29,675
32490,29,260
7364,29,650
8252,30,625
9436,30,600
682,30,824
11158,30,575
900,30,845
13578,30,551
1434,30,874
3678,31,903
21750,31,501
3836,31,877
30040,31,475
4034,31,852
32880,31,449
4248,31,826
52834,31,423
4244,31,799
52856,31,396
4368,31,773
30662,32,368
4932,32,749
32073,32,341
5318,32,724
31100,32,314
5546,32,698
31584,32,287
6682,32,675
32308,32,260
7356,33,650
8246,33,625
9432,33,600
4926,34,994
11142,34,575
904,34,846
13546,34,551
1448,34,875
17364,34,526
3674,34,903
21722,34,501
3840,34,877
30098,34,475
4034,34,852
33046,34,449
4246,35,826
52852,35,423
4262,35,799
52884,35,396
4364,35,773
30732,35,368
4922,35,749
31324,35,341
5308,35,724
31030,35,314
5536,35,698
31464,35,287
6676,36,675
34152,36,260
7346,36,650
8238,37,625
9430,37,600
4866,37,994
11120,37,575
916,37,848
13518,37,551
1446,37,875
17392,37,526
3682,37,903
21732,38,501
3830,38,877
30156,38,475
4038,38,852
33234,38,449
4258,38,827
32124,38,422
4286,38,799
33262,38,395
4362,38,773
46592,38,369
4916,38,749
31170,39,341
5294,39,724
31296,39,314
5532,39,698
31280,39,287
6676,39,675
32624,39,260
7348,40,650
8232,40,625
9416,40,600
690,40,826
11102,40,575
896,40,844
13510,41,551
1448,41,875
17386,41,526
3684,41,903
21788,41,501
3832,41,877
30210,41,475
4032,41,852
33420,41,449
4256,41,827
32116,41,422
4304,42,800
33268,42,395
4356,42,773
31676,42,368
4946,42,749
31672,42,341
5296,42,724
33630,42,314
5530,42,698
34198,42,287
6680,43,675
53644,43,262
7342,43,650
8224,43,625
9406,44,600
696,44,828
11080,44,575
906,44,846
13478,44,551
1458,44,876
17260,44,526
1590,44,856
21790,44,501
3838,44,877
30260,44,475
4034,45,852
31988,45,449
4262,45,827
33652,45,422
4326,45,800
52986,45,396
4356,45,773
31372,45,368
4946,45,749
31642,45,341
5282,45,724
31184,45,314
5524,46,698
32396,46,287
6668,46,675
53676,46,262
7332,46,650
8216,46,625
9396,47,600
688,47,825
11064,47,575
896,47,844
13464,47,551
1452,47,875
17210,47,526
1592,47,856
21790,47,501
3834,47,877
30350,47,475
4030,48,852
31932,48,449
4258,48,827
33822,48,422
4350,48,800
53018,48,396
4358,48,773
30764,48,368
4938,48,749
31364,48,341
5304,48,724
31126,48,314
5524,49,698
32694,49,287
6664,49,675
53550,49,262
7334,50,650
8214,50,625
9394,50,600
4662,50,993
11052,50,575
904,50,846
13434,51,551
1446,51,875
17180,51,526
1606,51,857
21850,51,501
3834,51,877
30428,51,475
4024,51,852
31954,51,449
4260,51,827
34002,51,422
4376,51,800
32548,52,395
4366,52,773
34844,52,368
4922,52,749
31748,52,341
5298,52,724
32706,52,314
5520,52,698
32235,52,287
6660,52,675
33640,52,260
7322,53,650
8210,53,625
9382,53,600
4662,54,993
11030,54,575
918,54,848
13408,54,551
1440,54,874
17144,54,526
1596,54,856
21958,54,501
3832,54,877
30492,54,475
4024,54,852
31988,54,449
4260,55,827
34192,55,422
4394,55,800
32509,55,395
4370,55,773
47438,55,369
4920,55,749
31728,55,341
5314,55,724
32824,55,314
5516,56,698
33800,56,287
6652,56,675
53614,56,262
7324,57,650
8200,57,625
9368,57,600
4662,57,993
11008,57,575
924,57,849
13388,57,551
1438,57,874
17104,58,526
1580,58,855
22072,58,501
3832,58,877
30552,58,475
4026,58,852
34342,58,449
4262,58,827
34372,58,422
4416,58,800
32506,58,395
4392,58,773
32578,59,368
4790,59,749
5298,59,724
5512,59,698
33292,59,287
6654,59,675
53648,59,262
7312,60,650
8194,60,625
9354,60,600
700,61,829
10986,61,575
930,61,850
13368,61,551
1432,61,874
17064,61,526
1584,61,855
22196,61,501
3824,61,877
30720,61,475
4026,61,852
34534,61,449
4264,62,827
34576,62,422
4440,62,801
53140,62,396
4420,62,773
33392,62,368
4690,62,748
31462,62,341
5312,62,724
31596,62,314
5504,62,698
33170,62,287
6646,63,675
32502,63,260
7308,63,650
8184,63,625
9350,63,600
684,64,824
10970,64,575
938,64,851
13336,64,551
1438,64,874
17018,64,526
1604,64,856
22322,64,501
3826,64,877
30844,64,475
4026,64,852
34722,64,449
4260,65,827
34762,65,422
4458,65,801
53170,65,396
4438,65,773
30808,65,368
4676,65,748
31476,65,341
5300,65,724
31428,65,314
5502,65,698
33220,65,287
6642,66,675
53716,66,262
7300,66,650
8173,67,625
9340,67,600
696,67,828
10952,67,575
1038,67,866
13324,67,551
1444,67,875
16990,68,526
1600,68,856
22442,68,501
3830,68,877
30868,68,475
4019,68,852
34920,68,449
4266,68,827
34962,68,422
4486,68,801
53208,68,396
4460,68,774
47008,69,369
4670,69,748
30230,69,340
5292,69,724
33258,69,314
5506,69,698
32950,69,287
6642,69,675
53748,69,262
7296,70,650
8168,70,625
9334,70,600
700,71,829
10936,71,575
1280,71,890
13304,71,551
1450,71,875
16946,71,526
1590,71,856
22562,71,501
3816,71,877
30986,71,476
4024,71,852
35120,71,449
4266,72,827
35158,72,422
4492,72,801
53242,72,396
4490,72,774
46806,72,369
4654,72,748
30930,72,341
5298,72,724
31668,72,314
5506,72,698
32972,72,287
6632,73,675
53786,73,262
7296,74,650
8164,74,625
9314,74,600
702,74,830
10918,74,575
1386,74,899
13278,74,550
1448,74,875
16906,75,526
1574,75,855
22676,75,501
3820,75,877
31052,75,476
4019,75,852
35320,75,449
4260,75,827
35358,75,422
4492,75,801
53282,75,396
4506,75,774
32314,76,368
4650,76,748
31262,76,341
5294,76,724
31396,76,314
5502,76,698
33214,76,287
6630,76,675
53820,76,262
7290,77,650
8162,77,625
9308,77,600
712,77,832
10914,77,575
1094,77,872
13256,78,550
16856,78,526
1578,78,855
22806,78,501
3826,78,877
31092,78,476
4024,78,852
35538,78,449
4256,78,827
35566,78,422
4500,79,801
53308,79,396
4536,79,774
32022,79,368
4642,79,748
31346,79,341
5276,79,724
29902,79,314
5498,79,698
32842,79,287
6622,79,675
53852,79,262
7284,80,650
8150,80,625
9298,81,600
704,81,830
10886,81,575
1056,81,868
13228,81,550
1436,81,874
16818,81,526
1560,81,854
22930,81,501
3816,81,877
29958,81,475
4018,82,852
35740,82,449
4262,82,827
35780,82,422
4510,82,801
53350,82,396
4554,82,774
37498,82,368
4632,82,748
30376,82,340
5284,82,724
29964,82,314
5498,83,698
53744,83,289
6612,83,675
32980,83,260
7278,84,650
8146,84,625
9286,84,600
698,84,828
10876,84,575
1060,84,868
13216,84,550
1448,84,875
16778,85,526
1612,85,857
23048,85,501
3826,85,877
30038,85,475
4027,85,852
35942,85,449
4262,85,827
35998,85,422
4512,85,801
53396,85,396
4576,85,774
33310,86,368
4636,86,748
5284,86,724
30188,86,314
5490,86,698
31646,86,287
6608,86,675
32978,86,260
7274,87,650
8138,87,625
9282,87,600
724,87,836
10870,87,575
958,87,855
13188,87,550
1460,87,876
16734,88,526
1592,88,856
23168,88,501
3814,88,877
29970,88,475
4024,88,852
36156,88,449
4262,88,827
36208,88,422
4506,88,801
53438,88,396
4612,88,775
32530,89,368
4634,89,748
30510,89,341
5266,89,724
32832,89,314
5490,89,698
53852,89,289
6606,89,675
53998,89,262
7270,90,650
8134,90,625
9262,91,600
732,91,838
10852,91,575
962,91,855
13170,91,550
1450,91,875
16694,91,526
1600,91,856
23282,91,501
3822,91,877
29940,91,475
4024,92,852
36374,92,449
4260,92,827
36408,92,422
4512,92,801
53470,92,396
4630,92,775
30908,92,368
4634,92,748
30844,92,341
5168,92,723
30926,92,314
5490,93,698
53872,93,289
6602,93,675
54036,93,262
7264,94,650
8125,94,625
9270,94,600
734,94,838
10844,94,575
952,94,854
13156,94,550
1448,94,875
16640,95,526
1590,95,856
23304,95,501
3824,95,877
29892,95,475
4026,95,852
45248,95,450
4260,95,827
53532,95,423
4502,95,801
53522,95,396
4656,95,775
32094,96,368
4646,96,748
31474,96,341
5024,96,723
31052,96,314
5520,96,698
31446,96,287
6600,96,675
54074,96,262
7260,97,650
8116,97,625
9256,98,600
730,98,837
10834,98,575
956,98,854
13132,98,550
1456,98,876
16602,98,526
1596,98,856
23306,98,501
3828,98,877
29844,98,475
4022,99,852
45138,99,450
4268,99,827
53588,99,423
4512,99,801
53540,99,396
4684,99,775
47998,99,369
4672,99,748
34266,99,341
5014,99,723
31476,99,314
5718,100,699
31348,100,287
6588,100,675
54122,100,262
7252,100,650
8109,100,625
9250,100,600
716,101,834
10820,101,575
1002,101,861
13110,101,550
1448,101,875
16550,101,526
1606,101,857
23186,101,501
3832,101,877
29804,101,475
4026,101,852
45064,101,450
4264,102,827
51476,102,423
4506,102,801
53578,102,396
4706,102,775
33012,102,368
4686,102,748
30196,102,340
5008,102,723
30252,102,314
5996,102,700
54014,102,289
6586,103,675
54158,103,262
7250,104,650
8104,104,625
9246,104,600
728,104,837
10808,104,575
964,104,855
13094,104,550
1436,104,874
16516,105,526
1584,105,855
23064,105,501
3836,105,877
29754,105,475
4024,105,852
45026,105,450
4262,105,827
51526,105,423
4506,106,801
53624,106,396
4734,106,775
53706,106,370
4714,106,748
29882,106,340
5008,106,723
30136,106,314
6016,106,700
43402,106,288
6574,106,675
54202,106,262
7248,107,650
8102,107,625
9226,107,600
712,108,832
10802,108,575
1032,108,865
13078,108,550
1438,108,874
16476,108,526
1606,108,857
22850,108,501
3858,108,878
29710,108,475
4019,108,852
45006,108,450
4264,109,827
51566,109,423
4506,109,801
53666,109,396
4734,109,775
53766,109,370
4738,109,748
29880,109,340
5008,109,723
30014,109,314
6012,109,700
54138,109,289
6572,110,675
54320,110,262
7238,110,650
8096,110,625
9220,111,600
714,111,833
10794,111,575
1256,111,888
13088,111,550
1436,111,874
16440,111,526
1584,111,855
22732,111,501
1702,111,834
29650,111,475
4024,112,852
44914,112,450
4258,112,827
51596,112,423
4492,112,801
53704,112,396
4738,112,775
45580,112,369
4772,112,748
5002,112,723
29960,112,314
6016,113,700
54214,113,289
6564,113,675
54398,113,262
7230,114,650
8093,114,625
9214,114,600
728,114,837
10778,114,575
1086,114,871
13054,115,550
1454,115,875
16400,115,526
1596,115,856
22628,115,501
1706,115,834
29598,115,475
4019,115,852
44794,115,450
4256,115,827
51630,115,423
4500,116,801
53752,116,396
4736,116,775
53876,116,370
4792,116,749
31432,116,341
5000,116,723
30282,116,314
6008,116,700
30192,116,287
6572,116,675
7230,117,650
8088,117,625
9212,118,600
728,118,837
10766,118,575
13018,118,550
1436,118,874
16372,118,526
1568,118,855
22536,119,501
1686,119,833
29566,119,475
4010,119,852
44684,119,450
4258,119,827
51658,119,423
4502,119,801
53778,119,396
4746,119,775
42786,119,369
4816,119,749
30184,120,340
5000,120,723
30176,120,314
5998,120,700
6562,120,675
7226,120,650
8090,121,625
9208,121,600
746,121,841
10750,121,575
1490,121,905
12992,121,550
1436,121,874
16338,121,526
1560,121,854
22436,122,501
1694,122,833
29530,122,475
4014,122,852
44640,122,450
4252,122,827
53772,122,423
4498,122,801
4742,122,775
42820,122,369
4842,122,749
30266,123,340
4996,123,722
30236,123,314
5994,123,700
6560,123,675
7216,124,650
8074,124,625
9198,124,600
736,125,839
10742,125,575
1470,125,904
12976,125,550
1444,125,875
16292,125,525
1586,125,855
22338,125,501
1704,125,834
29496,125,475
4011,125,852
44506,125,450
4254,126,827
4502,126,801
52990,126,396
4736,126,775
31426,126,368
4878,126,749
30416,126,340
5006,126,723
29502,126,313
5994,126,700
44292,126,288
6558,127,675
7214,127,650
8080,127,625
9192,128,600
746,128,841
10738,128,575
1512,128,907
12966,128,550
1448,128,875
16260,128,525
1550,128,854
22278,128,501
1688,128,833
29422,128,475
4008,129,852
44280,129,450
4250,129,826
4490,129,801
53080,129,396
4746,129,775
29482,129,367
4924,129,749
30374,129,340
5070,129,723
29628,129,313
5988,130,700
44236,130,288
6554,130,675
7212,131,650
8084,131,625
9192,131,600
726,131,836
10720,131,575
1494,131,906
12952,132,550
1440,132,874
16232,132,525
1568,132,855
22194,132,501
1670,132,832
29404,132,475
4010,132,852
44270,132,450
4264,132,827
56608,132,424
4484,132,801
57252,133,397
4744,133,775
45212,133,369
4986,133,750
30322,133,340
5452,133,725
29730,133,313
5996,133,700
44000,133,288
6540,133,675
7204,134,650
8068,134,625
9184,134,600
736,135,839
10708,135,575
1494,135,906
12926,135,550
1450,135,875
16190,135,525
1552,135,854
22056,135,501
1676,135,832
29370,135,475
4014,135,852
44174,135,450
4272,136,827
56040,136,423
4482,136,801
4746,136,775
41880,136,369
5048,136,750
30618,136,341
5464,136,725
30928,136,314
5988,136,700
6532,137,675
7202,138,650
8074,138,625
9178,138,600
740,138,840
10700,138,575
1476,138,904
12906,138,550
1450,138,875
16170,139,525
1568,139,855
21968,139,501
1678,139,832
29320,139,475
4016,139,852
44170,139,450
4262,139,827
55862,139,423
4488,139,801
4748,139,775
32054,140,368
5056,140,750
30932,140,341
5466,140,725
30956,140,314
5984,140,700
43814,140,288
6532,140,675
7196,140,650
8066,141,625
9176,141,600
740,141,840
10700,141,575
1522,141,907
12874,141,550
1450,141,875
16148,141,525
1566,141,854
21908,142,501
1678,142,832
29270,142,475
4010,142,852
44092,142,450
4270,142,827
4484,142,801
53248,142,396
4740,142,775
45430,142,369
5066,142,750
30242,143,340
5458,143,725
45720,143,315
5986,143,700
44146,143,288
6526,143,675
7186,144,650
8064,144,625
9168,145,600
744,145,841
10690,145,575
1476,145,904
12860,145,550
1450,145,875
16102,145,525
1560,145,854
21832,145,501
1678,145,832
29210,145,475
4014,146,852
44112,146,450
4262,146,827
53228,146,423
4478,146,801
35480,146,395
4746,146,775
45168,146,369
5066,146,750
29602,146,340
5468,146,725
31142,146,314
5984,147,700
44210,147,288
6542,147,675
7182,147,650
8058,148,625
9162,148,600
758,148,844
10686,148,575
1554,148,909
12832,148,550
1458,148,876
8384,148,517
1574,148,855
21782,149,501
1680,149,833
29180,149,475
4010,149,852
35468,149,449
4254,149,827
35436,149,422
4478,149,801
4748,149,775
64690,149,370
5058,149,750
30842,150,341
5460,150,725
31326,150,314
5984,150,700
44664,150,288
6532,150,675
7182,151,650
8048,151,625
9156,151,600
742,151,840
10682,151,575
1512,151,907
8400,152,544
1454,152,875
1578,152,855
21556,152,500
1680,152,833
29138,152,475
4008,152,852
44098,152,450
4258,152,827
54290,152,423
4484,152,801
4744,153,775
44896,153,369
5066,153,750
30586,153,341
5462,153,725
46304,153,315
5978,153,700
45248,153,288
6538,153,675
45232,153,261
7170,154,650
8058,155,625
8452,155,599
742,155,840
1480,155,905
1456,155,876
1572,155,855
1658,156,831
29086,156,475
4014,156,852
44136,156,450
4254,156,827
4486,156,801
4752,156,775
31076,157,368
5064,157,750
30474,157,341
5462,157,725
30850,157,314
5972,157,700
45356,157,288
6522,157,675
45400,157,261
7168,158,650
8050,158,625
8426,158,599
744,158,841
8390,158,571
1494,158,906
8362,159,544
1462,159,876
8314,159,517
1578,159,855
1676,159,832
29064,159,475
4008,159,852
44220,159,450
4262,159,827
54378,159,423
4494,160,801
4754,160,775
31990,160,368
5060,160,750
31470,160,341
5462,160,725
30732,160,314
5972,160,700
45104,160,288
6518,160,675
45364,160,261
7166,161,650
8048,161,625
8412,161,599
756,162,844
8376,162,571
1512,162,907
8338,162,544
1458,162,876
8296,162,517
1588,162,856
21544,162,500
1664,162,832
28986,162,475
4008,162,852
44384,162,450
4258,163,827
4498,163,801
4764,163,775
32898,163,368
5072,163,750
32119,163,341
5454,163,725
43832,163,315
5970,163,700
45488,163,288
6514,164,675
7160,164,650
8044,165,625
8416,165,599
754,165,843
8376,165,571
1502,165,906
8342,165,544
1456,165,876
8306,165,517
1592,165,856
21584,166,500
1672,166,832
28938,166,475
4006,166,852
44422,166,450
4260,166,827
54484,166,423
4498,166,801
4766,166,776
30806,166,368
5074,166,750
30802,167,341
5458,167,725
30950,167,314
5970,167,700
45796,167,288
6514,167,675
7150,168,650
8038,168,625
8414,168,599
746,168,841
8390,168,571
1478,168,905
8358,169,544
1466,169,876
8326,169,517
1558,169,854
21436,169,500
1658,169,831
28914,169,475
4008,169,852
44550,169,450
4270,169,827
53612,169,423
4498,170,801
4770,170,776
44700,170,369
5076,170,750
30804,170,341
5458,170,725
30978,170,314
5960,170,700
45140,170,288
6512,170,675
7144,171,650
8028,172,625
8424,172,599
752,172,843
8396,172,571
1498,172,906
8368,172,544
1470,172,876
8342,172,517
1570,172,855
21360,173,500
1658,173,831
28850,173,475
4011,173,852
44616,173,450
4262,173,827
54592,173,423
4492,173,801
4770,173,776
47402,173,369
5064,173,750
31398,174,341
5458,174,725
44068,174,315
5956,174,700
46206,174,288
6512,174,675
7140,175,650
8028,175,625
8452,175,599
760,175,845
8430,175,571
1512,175,907
8400,175,544
1472,175,877
1568,176,855
21308,176,500
1648,176,831
28786,176,475
4010,176,852
44694,176,450
4250,176,826
54638,176,423
4496,176,801
4770,176,776
31354,177,368
5066,177,750
31310,177,341
5464,177,725
45378,177,315
5954,177,700
43466,177,288
6508,177,675
43750,177,261
7134,178,649
8013,178,625
9128,178,600
758,179,844
10600,179,575
1474,179,904
12680,179,550
1476,179,877
15782,179,525
1558,179,854
21270,179,500
1658,179,831
28736,179,475
4024,179,852
44762,179,450
4250,180,826
54694,180,423
4496,180,801
4768,180,776
46276,180,369
5066,180,750
31720,180,341
5462,180,725
45308,180,315
5944,180,700
43302,180,288
6502,181,675
43902,181,261
7134,181,649
8024,181,625
9124,182,600
772,182,848
10586,182,575
1482,182,905
12670,182,550
1486,182,877
15744,182,525
1568,182,855
21196,182,500
1668,182,832
28702,182,475
4018,183,852
44830,183,450
4242,183,826
4494,183,801
43866,183,396
4770,183,776
45098,183,369
5068,183,750
31754,183,341
5460,183,725
45352,183,315
5942,184,700
46252,184,288
6502,184,675
43624,184,261
7126,184,649
8006,185,625
9116,185,600
764,185,846
10588,185,575
1476,185,904
12650,185,550
1494,185,878
15722,185,525
1560,185,854
21148,186,500
1640,186,831
28684,186,475
1840,186,812
44902,186,450
4250,186,826
4490,186,801
44320,186,396
4764,186,775
48886,186,369
5068,186,750
30894,187,341
5458,187,725
44500,187,315
5944,187,700
43078,187,288
6496,187,675
43998,187,261
7130,188,649
8000,188,625
9106,188,600
770,189,847
10576,189,575
1470,189,904
12636,189,550
1498,189,878
15682,189,525
1574,189,855
21106,189,500
1664,189,832
28686,189,475
1848,189,812
42446,189,450
4246,190,826
4498,190,801
53994,190,396
4760,190,775
47160,190,369
5058,190,750
44026,190,342
5460,190,725
43680,190,315
5934,190,700
43032,190,288
6498,191,675
7120,191,649
7994,191,625
9108,192,600
768,192,847
10564,192,575
1478,192,905
12628,192,550
1504,192,878
15656,192,525
1570,192,855
21036,192,500
1642,192,831
28778,192,475
1846,193,812
42368,193,450
4248,193,826
43768,193,423
4496,193,801
54004,193,396
4754,193,775
44098,193,369
5060,193,750
45890,194,342
5464,194,725
44278,194,315
5934,194,700
43458,194,288
6498,194,675
43404,194,261
7116,195,649
7984,195,625
9104,195,600
768,195,847
10558,195,575
1464,195,904
12610,196,550
1492,196,878
15626,196,525
1552,196,854
20984,196,500
1650,196,831
28772,196,475
1844,196,812
43992,196,450
4246,196,826
43802,196,423
4492,197,801
43660,197,396
4770,197,776
44074,197,369
5066,197,750
45664,197,342
5460,197,725
43774,197,315
5920,197,700
43474,197,288
6492,197,675
7112,198,649
7994,198,625
9090,199,600
770,199,847
10546,199,575
1468,199,904
12580,199,550
1490,199,878
15604,199,525
1566,199,854
20928,199,500
1648,199,831
28870,199,475
1830,200,812
42286,200,450
4246,200,826
4488,200,801
4768,200,776
63620,200,370
5066,200,750
45298,200,342
5458,200,725
44336,200,315
5916,201,700
6478,201,675
42656,201,261
7104,201,649
7980,201,625
9084,202,600
770,202,847
10540,202,575
1490,202,905
12576,202,550
1488,202,877
15584,202,525
1560,202,854
20876,202,500
1664,202,832
29046,202,475
1846,203,812
42274,203,450
4244,203,826
4490,203,801
44370,203,396
4758,203,775
44172,203,369
5068,203,750
47172,203,342
5458,203,725
44242,203,315
5908,204,700
43132,204,288
6478,204,675
42760,204,261
7102,205,649
7968,205,625
9078,205,600
768,205,847
10528,205,575
1484,205,905
12552,205,550
1480,205,877
15580,206,525
1542,206,853
20820,206,500
1626,206,830
29246,206,475
1848,206,812
44846,206,450
4244,206,826
4490,207,801
44386,207,396
4760,207,775
5064,207,750
44238,207,342
5460,207,725
43896,207,315
5904,207,700
43162,207,288
6486,207,675
42764,207,261
7100,208,649
7970,208,625
9070,209,600
766,209,846
10524,209,575
1492,209,905
12538,209,550
1492,209,878
15540,209,525
1550,209,854
20746,209,500
1652,209,831
29444,209,475
1842,210,812
44848,210,450
4240,210,826
4490,210,801
4754,210,775
5068,210,750
47476,210,342
5458,210,725
43948,210,315
5906,211,700
44546,211,288
6476,211,675
42768,211,261
7096,212,649
7964,212,625
9070,212,600
776,212,849
10514,212,575
1500,212,906
12514,213,550
1478,213,877
15494,213,525
1552,213,854
20704,213,500
1666,213,832
29654,213,475
1846,213,812
44792,213,450
4238,213,826
